código;freq;nombre;info de complementos;Funcionan sin?;INFO;METAFORICO;SIGNIFICA;DISTANCIA;fuente;meta;enunciado;;;;;;;;;;;;;;;;;;
PVNI-0604;1;trauma;⍬;Sí;;sí;;;;;Cuando la gordura se vuelve Un trauma;;;;;;;;;;;;;;;;;;
PVNI-0605;1;trofeo;⍬;Sí;;sí;;;;;"Como todos están en grupo basta que dos personas tengan un problema para que se arme un escándalo y evitar el control de Carabineros se vuelve un trofeo"", afirma.";;;;;;;;;;;;;;;;;;
PVNI-0606;1;tumulto;de quejidos;SUSTANTIVO COMPUESTO;cuantificador;sí;ruidoso;mucha; parque;"tumulto; concreto";El parque se volvió un tumulto de quejidos acompasados, con los chicheros -filarmónicas les dicen por ahí-,;;;;;;;;;;;;;;;;;;
PVNI-0607;1;túnel;interminable;sí;;sí;;;;;"Después se volvía un túnel interminable de infinita soledad. Doña Lupe no alcanzaba a comprender; ";;;;;;;;;;;;;;;;;;
PVNI-0608;1;unidad;⍬;Sí;;sí;;;;;Y entonces, cuando todo se vuelve una unidad, ;;;;;;;;;;;;;;;;;;
PVNI-0706;1;unidad;flexible;SUSTANTIVO COMPUESTO;de PVNIS;sí;flexible y difusa;mucha;palabra;unidad flexible y difusa;la palabra se vuelve una unidad más flexible y difusa, cuyos límites pueden ser moldeados según los casos y las necesidades comunicativas;;;;;;;;;;;;;;;;;;
PVNI-0856;1;unidad;con capacidad;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; empresa ups;;De allí que la UPS, manejando resultados por problemas, tendría que volverse una unidad con capacidad de administración ;;;;;;;;;;;;;;;;;;
PVNI-0609;1;utopía;⍬;Sí;;sí;;;;; Se volvió una utopía, pero fue una realidad del mundo nómada y campesino durante milenios.;;;;;;;;;;;;;;;;;;
PVNI-0610;1;vaca;⍬;Sí;;sí;;;;;Y además Sonia es de las que creen en la libre demanda: al bebé a la hora que quiera cuantas veces quiera. Y así la madre se vuelve una vaca.;;;;;;;;;;;;;;;;;;
PVNI-0611;1;vaca;⍬;Sí;;sí;;;;;*curioso**Nada de carne, ni huevos, ni lácteos. Sólo hierbas. Ximena no me ponía atención y además, °tenía más trabajo que nunca! No, qué va, se descompuso más. Literalmente se volvió una vaca en dos patas. Las orejas le crecieron hasta caer lánguidas sobre sus mejillas, tenía una mancha negra en la mitad de la cara, las piernas eran un conjunto de músculos muy largos cubiertos ;;;;;;;;;;;;;;;;;;
PVNI-0612;1;valija;huérfana;SUSTANTIVO COMPUESTO;;sí;abandonada;mucha; valija;"valija huérfana; objeto";Lo más probable sería que se vuelva una valija huérfana, una pupila más en la oficina de objetos perdidos.;;;;;;;;;;;;;;;;;;
PVNI-0613;1;valla;de gallos;SUSTANTIVO COMPUESTO;;sí;violento, descontrolado;mucha; situación;valla de gallos; Al que lo traicionen sus nervios, también, que esto no puede volverse una valla de gallos;;;;;;;;;;;;;;;;;;
PVNI-0790;1;vehículo;romántico;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;canoa;vehículo romántico;La canoa se volvió un vehículo romántico pero incómodo y lento.;;;;;;;;;;;;;;;;;;
PVNI-0614;1;verdad;aceptada;sí;;sí;;;;;Todo eso existe, pero el hecho es que las creencias tienden a volverse una verdad aceptada de la que se puede sacar provecho ;;;;;;;;;;;;;;;;;;
PVNI-0750;1;verdad;macizo;SUSTANTIVO COMPUESTO;de PVNIS;sí;incontstable;mucha; partido;verdad;El Partido tiene mil ojos y mil oídos, se volvía una verdad maciza como la cordillera que se miraba desde Rinconada ;;;;;;;;;;;;;;;;;;
PVNI-0615;1;vicio;⍬;Sí;;sí;;;;;Todos hemos sentido alguna vez deseos incontrolables por conseguir algo que en ocasiones se vuelve un vicio, ;;;;;;;;;;;;;;;;;;
PVNI-0616;1;virtud;⍬;Sí;;sí;;;;;Sin embargo, esa carga de clasicismo a varias puntas se plasma, en la escritura de Vann, en una suerte de fragmentación sintáctica muy propia de la modernidad, donde la elipsis se vuelve una virtud y el staccato un recurso fundante.;;;;;;;;;;;;;;;;;;
PVNI-0617;1;visionario;⍬;Sí;;sí;;;;;¿Será posible que, en ciertos casos, el melancólico se vuelva un visionario? ;;;;;;;;;;;;;;;;;;
PVNI-0618;1;voz;subersiva;SUSTANTIVO COMPUESTO;;sí;agitador;mucha;persona;"voz; concreto";está claro que el Gobierno tiene un plan, que puede ser diabólico, ya que el propio Presidente de la República se vuelve una voz subversiva contra la estabilidad democrática de la nación;;;;;;;;;;;;;;;;;;
PVNI-0619;1;zafarrancho;⍬;Sí;;sí;;;;;Puedo decirte que esas escenas fueron bastante escalofriantes de filmar porque apenas cortaba la cámara y aquello se volvía un zafarrancho.;;;;;;;;;;;;;;;;;;
PVNI-0620;1;zarabanda;⍬;Sí;7. f. Guat. y Hond. Baile o jolgorio popular.;no;;;;;Únicamente porque no había más espacio en los pasillos fue que no se volvió una zarabanda, aunque la gente de las orillas no soportó la tentación de romper el baile. ;;;;;;;;;;;;;;;;;;
PVNI-0621;1;zona;comercial;SUSTANTIVO COMPUESTO;;no;;poca;centro;zona comercial;Conocí el Centro cuando ya se volvió una zona comercial.;;;;;;;;;;;;;;;;;;
PVNI-0622;1;zona;desforestada;SUSTANTIVO COMPUESTO;;no;;poca;parque;zona deforstada;Para evitar que el Parque Nacional Tunari (PNT) se vuelva una zona deforestada y sin control con las urbanizaciones que existen cerca al lugar, vuelve a surgir la propuesta para debatir alternativas ;;;;;;;;;;;;;;;;;;
PVNI-0623;1;zoológico;⍬;Sí;;sí;;;;;Me preocupa que no puedan ser responsables por ustedes mismos. No puede ser que en cuanto yo les doy la espalda pierdan el control y esto se vuelva un zoológico.;;;;;;;;;;;;;;;;;;
