código;freq;nombre;info de complementos;Funcionan sin?;INFO;METAFORICO;SIGNIFICA;DISTANCIA;fuente;meta;enunciado;;;;;;;;;;;;;;;;;;
PVNI-0813;1;especie;versión*;SUSTANTIVO COMPUESTO;de PVNIS;no;poca: novela-versión de la novela;mucha; novela;visión;?Esta parte de la novela se vuelve una especie de versión de la película Ese obscuro objeto del deseo (1977) de Luis Buñuel,;;;;;;;;;;;;;;;;;;
PVNI-0200;1;espectáculo;⍬;Sí;;sí;;;;;Uno se vuelve un espectáculo en las ciudades aburridas como ésta y tiene que andar por las calles soportando que la gente lo mire, ;;;;;;;;;;;;;;;;;;
PVNI-0201;1;espectáculo;⍬;Sí;;sí;;;;;Entonces, Arquímedes se volvía un espectáculo: sentado en la playa con las piernas cruzadas como un Buda,;;;;;;;;;;;;;;;;;;
PVNI-0202;1;espectáculo;que abruma;Sí;;sí;;;;;Aunque esos anuncios pueden parecer pintorescos a nuestros ojos, cuando son proyectados en las grandes superficies de cristal del modernismo se vuelven un espectáculo que abruma a la gente misma a la que busca apelar.;;;;;;;;;;;;;;;;;;
PVNI-0203;1;espectáculo;⍬;Sí;;sí;;;;;Y si el arte se vuelve un espectáculo pierde significado.;;;;;;;;;;;;;;;;;;
PVNI-0804;1;espectáculo;total;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;música;espectáculo;La música en vivo se convierte en un espectáculo total.;;;;;;;;;;;;;;;;;;
PVNI-0204;1;espectro;⍬;Sí;;sí;;;;; Su rostro se volvió un espectro.;;;;;;;;;;;;;;;;;;
PVNI-0205;1;espectro;que la acechaba;Sí;;sí;;;;;De ella al mundo la manifestación de las manecillas del reloj, como si el tiempo se volviera un espectro que la acechaba reclamándola. ;;;;;;;;;;;;;;;;;;
PVNI-0206;1;especulador;pasivo;Sí;;sí;;;;;¿En qué momento los humanos se volvieron unos especuladores pasivos de la naturaleza?,;;;;;;;;;;;;;;;;;;
PVNI-0207;1;espejismo;⍬;Sí;;sí;;;;;Qué haré cuando este jardín se vuelva un espejismo y esta historia de amor una leyenda?;;;;;;;;;;;;;;;;;;
PVNI-0755;1;estado;militarizado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; territorio;espacio político;En la misma época en que Israel se volvía un estado militarizado para evitar mayores pérdidas humanas,;;;;;;;;;;;;;;;;;;
PVNI-0785;1;estado;reiterativo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; país;estados militariazado;el desempleo se vuelve un estado reiterativo y el cambio de empleo o de ocupación se hace posible.;;;;;;;;;;;;;;;;;;
PVNI-0208;1;estepa;de luna;sí;;sí;;;;;una muerte en el espejo que había perdido su dimensión de sol para volverse una estepa de luna.;;;;;;;;;;;;;;;;;;
PVNI-0209;1;estorbo;⍬;Sí;;no;;;;;"el economista que es sólo economista probablemente se volverá un estorbo, cuando no un positivo peligro."" ";;;;;;;;;;;;;;;;;;
PVNI-0210;1;estorbo;⍬;Sí;;no;;;;;Con el tiempo los gatos, siempre hambrientos, se volvieron un estorbo para sus exploraciones telefónicas.;;;;;;;;;;;;;;;;;;
PVNI-0710;1;estrategia;fundamental;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;desempleo estado reiterativo;;Después de 1990, en respuesta a la escasez de pesticidas, el control biológico se volvió una estrategia fundamental para controlar las plagas en Cuba.;;;;;;;;;;;;;;;;;;
PVNI-0628;1;estudioso;de su propia información;sí;profesión u ocupación;no;;;;;"ella podría ayudarle a publicarlo. Daniel, sin embargo, aseguró que no deseaba volverse un estudioso de su propia información;";;;;;;;;;;;;;;;;;;
PVNI-0211;1;eternidad;⍬;Sí;;sí;;;;;Con sufrimiento cada minuto se vuelve una eternidad. ;;;;;;;;;;;;;;;;;;
PVNI-0212;1;excremento;⍬;Sí;;sí;;;;;¿Que la jefe de producción más linda de las agencias de publicidad bogotanas no era capaz de volverse un excremento? Ahí está la prueba, señoras y señores.;;;;;;;;;;;;;;;;;;
PVNI-0213;1;exhibición;de su sexualidad;SUSTANTIVO COMPUESTO;;no;;poca; control biológico;estrategia fundamental;Lo que había sido un amorío tácito oculto tras las paredes de su recámara pronto se volvió una exhibición de su sexualidad desfilando por toda la casa. ;;;;;;;;;;;;;;;;;;
PVNI-0215;1;experimento;en el que;sí;;sí;;;;; Si lo que narra Jorge Barón Biza puede tener una relevancia autobiográfica, lo que cuenta y cómo lo cuenta se vuelve un experimento en el que se torna imperceptible el límite entre lo vivido y lo ficcionalizado.;;;;;;;;;;;;;;;;;;
PVNI-0216;1;exploración;de la ideología;SUSTANTIVO COMPUESTO;;SÍ;exuberante, explícito;poca; amor tácito;exhibición de su sexualidad;Al mismo tiempo los textos se vuelven una exploración de la ideología que el cine manejaba.;;;;;;;;;;;;;;;;;;
PVNI-0217;1;expositor;⍬;Sí;;sí;;;;;"Róbinson se vuelve un expositor con tanta abundancia que a veces es compulsivo, explosivo, desbordado para denunciar o para colocar los puntos sobre las íes en lo que se refiere a asuntos internos, así como al de los demás.
";;;;;;;;;;;;;;;;;;
PVNI-0218;1;extensión;de mi afecto;SUSTANTIVO COMPUESTO;;SÍ;interpretativos;mucha; textos;exploración de la idelogía;¿de dónde, me preguntaba, le delegamos todos tanto poder a este señor? Entenderlo se volvió una extensión de mi afecto.;;;;;;;;;;;;;;;;;;
PVNI-0828;1;factor;de competitividad;SUSTANTIVO COMPUESTO;de PVNIS;SÍ;??;mucha; activtud;extensión de mi afecto; que hemos construido con décadas de esfuerzo y que, en momentos de crisis, se vuelve un factor de competitividad de largo plazo fundamental,;;;;;;;;;;;;;;;;;;
PVNI-0829;1;factor;de importancia;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; segmento;factor;La garantía de calidad se vuelve un factor de importancia preponderante, porque este tipo de fabricación sigue métodos de preparación y procedimientos cuidadosamente establecidos y validados.;;;;;;;;;;;;;;;;;;
PVNI-0830;1;factor;de tranquilidad;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; garantía;factor;Que se aburra en ella y se vuelva un factor de intranquilidad en el aula.;;;;;;;;;;;;;;;;;;
PVNI-0221;1;familia;⍬;Sí;;sí;;;;;El grupo que formamos con la novela se volvió una familia.;;;;;;;;;;;;;;;;;;
PVNI-0222;1;fan;⍬;Sí;;sí;;;;;El problema era que Kusturica se volvió un fan;;;;;;;;;;;;;;;;;;
PVNI-0223;1;fardo;⍬;Sí;;sí;;;;;Si bien nunca estuvo a punto de fracasar, como otras empresas del conglomerado, Colseguros se volvió un fardo, tanto así que, a través de procesos de banca de inversión, ;;;;;;;;;;;;;;;;;;
PVNI-0224;1;fascista;maldito;sí;;no;;;;;¿En qué momento te volviste un maldito fascista?;;;;;;;;;;;;;;;;;;
PVNI-0225;1;fenómeno;mediático;SUSTANTIVO COMPUESTO;;sí;molesta;mucha; persona;factor de intranquilidad;Ferréz se volvió un fenómeno mediático:;;;;;;;;;;;;;;;;;;
PVNI-0226;1;fenómeno;activo;sí;;sí;;;;;?Con la redimensión, la actuación se vuelve un fenómeno activo, dispuesto a entender y corregir cualquier impulso de la conducta humana.;;;;;;;;;;;;;;;;;;
PVNI-0227;1;fenómeno;de masas;SUSTANTIVO COMPUESTO;;sí;famoso;mucha; persona;fenómenos;En su favor habría que decir que cuando los Redondos se volvieron un fenómeno de masas su vida ya no pudo ser normal. ;;;;;;;;;;;;;;;;;;
PVNI-0228;1;fenómeno;mundial;SUSTANTIVO COMPUESTO;;sí;famoso;mucha; persona;fenómenos;Súbitamente, además, esto se volvió un fenómeno mundial: hubo reportes de muertes masivas de pájaros y peces en Suecia, Gran Bretaña, Japón, Tailandia, Brasil y aún más.;;;;;;;;;;;;;;;;;;
PVNI-0229;1;feto;⍬;Sí;;sí;;;;;el bebé seguía comiéndose todos mis glóbulos rojos [...] esperando la hora de volverse un feto.;;;;;;;;;;;;;;;;;;
PVNI-0230;1;fiera;⍬;Sí;;sí;;;;;" Era un loquito que si lo provocaban se volvía una fiera, de lo contrario era pacífico.""";;;;;;;;;;;;;;;;;;
PVNI-0231;1;fiera;⍬;Sí;;sí;;;;;Como era lógico, no pude tener una erección y ella se volvió una fiera y comenzó a gritarme palabras sucias y a decir que por mi culpa estaba insatisfecha.;;;;;;;;;;;;;;;;;;
PVNI-0232;1;fiera;⍬;Sí;;sí;;;;;Y las sanciones eran severas para el que agrediese a un extranjero. Los cubanos temían a Mariano, que se volvía una fiera cuando tocaban a los suyos.;;;;;;;;;;;;;;;;;;
PVNI-0233;1;fiera;⍬;Sí;;sí;;;;;"En la noche llegó del trabajo buscando como loco ese bikini y cuando le dije que estaba en la ropa limpia se volvió una fiera y me empezó a gritar palabrotas.""";;;;;;;;;;;;;;;;;;
PVNI-0234;1;fiesta;de taninos;sí;;sí;;;;; cuando el vino apenas ha entrado en la boca y todo se vuelve una fiesta de taninos, ;;;;;;;;;;;;;;;;;;
PVNI-0235;1;fiesta;callejera;sí;;sí;;;;;Después de los brindis y los discursos resaltados, plenos de retruécanos, la recepción se volvió una fiesta callejera donde deambulaban, con toda libertad, ministros de cultura,;;;;;;;;;;;;;;;;;;
PVNI-0236;1;fiesta;⍬;Sí;;sí;;;;; Y cuando todo parecía volverse una fiesta y los ánimos se alegraban, mi tío volvió a subirse a la mesa;;;;;;;;;;;;;;;;;;
PVNI-0237;1;figura;política;SUSTANTIVO COMPUESTO;;sí;político;mucha;persona;figura;Eliot Spitzer, se vuelve una figura política investigando, a la cabeza de 200 expertos financieros,;;;;;;;;;;;;;;;;;;
PVNI-0238;1;fin;⍬;Sí;;sí;;;;;El mercado se vuelve un fin en sí y pretende sustituir al individuo, a la sociedad y al mercado.;;;;;;;;;;;;;;;;;;
PVNI-0239;1;flujo;zumbón;sí;;sí;;;;;se volvía un flujo zumbón de palabras e historietas,;;;;;;;;;;;;;;;;;;
PVNI-0832;1;forma;concreta de;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;sombra;forma;?Una sombra gigantesca que busca volverse una forma concreta de... ¿hombre?;;;;;;;;;;;;;;;;;;
PVNI-0833;1;forma;de experimentar;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; ciencia;forma de experimentar;Pero ¿qué sucede cuando los papeles se invierten y la ciencia se vuelve una forma de experimentar emociones y placer estético, ;;;;;;;;;;;;;;;;;;
PVNI-0834;1;forma;de la novedad;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;repetición;forma de expermentar;hasta que la repetición se vuelva una forma de la novedad y la novedad una forma de lo sublime. ;;;;;;;;;;;;;;;;;;
PVNI-0240;1;francotirador;⍬;Sí;;sí;;;;;con los que atrapaba mariposas en la niñez, el muchacho se había vuelto un francotirador. El joven que buscaba la felicidad se convirtió en uno de los más temidos gavilleros de la región. Se volvió un ser astuto, insaciable y desalmado. Acechaban a los comerciantes que se arriesgaban a transitar por los caminos solitarios. Los despojaban de sus mercancías, los abofeteaban a la menor resistencia;;;;;;;;;;;;;;;;;;
PVNI-0241;1;friqui;⍬;Sí;;sí;;;;;Si te vuelves un friqui y estas todo el día enchufado, eso está mal.;;;;;;;;;;;;;;;;;;
PVNI-0242;1;fuente;de información;SUSTANTIVO COMPUESTO;;sí;informativo, origen;poca;procesamiento de la información;fuente de información;La vigilancia epistemológica debe estar presente tanto en el procesamiento de la información como en el análisis de la misma ya que se vuelve una fuente de información ad hoc;;;;;;;;;;;;;;;;;;
PVNI-0243;1;fuente;fértil de análisis;SUSTANTIVO COMPUESTO;;sí;origen, productor;poca;sistematización de experiencias;fuente de análisis;La sistematización de experiencias es un requerimiento que atraviesa al conjunto de los movimientos populares, y puede volverse una fuente fértil de análisis, ;;;;;;;;;;;;;;;;;;
PVNI-0765;1;fuerza;peligroso;SUSTANTIVO COMPUESTO;de PVNIS;sí;poderosa, peligrosa;mucha;obra nacioanlista;fuerza peligrosa;Existe la teoría de que la obra nacionalista aparentemente inofensiva (indígenas idealizados, retratos de líderes soviéticos en espacios mexicanos, apologías y odas a la gran madre patria en cuerpos de frondosas mujeres morenas) a la larga se volvió una fuerza peligrosa para el stablishment,;;;;;;;;;;;;;;;;;;
PVNI-0244;1;funeral;⍬;Sí;;sí;;;;;de alguien que contempla cómo una fiesta se vuelve un funeral.;;;;;;;;;;;;;;;;;;
PVNI-0245;1;gacela;⍬;Sí;;sí;;;;; ustedes pinchen a la mula porque tendrá que volverse una gacela para alcanzarme.;;;;;;;;;;;;;;;;;;
PVNI-0246;1;galimatías;absurdo;sí;;SÍ;confuso;;;;Bullía por la masa de sonidos interpolada que al oído se volvía un galimatías abstruso, imposible de desentreverar. ;;;;;;;;;;;;;;;;;;
PVNI-0247;1;garra;que buscaba;sí;;sí;;;;;A mi regreso comenzaron las turbulencias y mi mano se volvió una garra que buscaba torpemente en el vacío asirse en un respaldo pero aterrizó, en vez, sobre algo tibio, blando, carnoso.;;;;;;;;;;;;;;;;;;
PVNI-0248;1;gato;de jugosidad;sí;;sí;;;;;Se darán cuenta de que este merlot, híper cerrado y austero, se vuelve un gatito de jugosidad. Mejor si tienen a mano un camembert, para el gato.;;;;;;;;;;;;;;;;;;
PVNI-0249;1;gelatina;⍬;Sí;;sí;;;;;el carajo se volvía una gelatina conmigo y hacía lo que yo quería;;;;;;;;;;;;;;;;;;
PVNI-0250;1;gelatina;⍬;Sí;;sí;;;;;María Bonita, que se volvía una gelatina por un motorizado, se fue, poco antes de amanecer, con uno de ellos, un carajo que nadie había visto nunca, y apareció en un precipicio de El Barranquito;;;;;;;;;;;;;;;;;;
PVNI-0810;1;género;vaginal;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;sexualizado;poca; género teatral; género vaginal;Me fui de la revista cuando vi que se volvía un género vaginal, de la cintura para abajo, que se basaba en la vulgaridad absoluta y usaba a la mujer para hacer chistes y se la ofendía.;;;;;;;;;;;;;;;;;;
PVNI-0251;1;gigante;⍬;Sí;;sí;;;;;Hay una tercera etapa en la que el PPLO se vuelve un gigante, pues alcanza una milésima de milímetro de diámetro;;;;;;;;;;;;;;;;;;
PVNI-0805;1;gobierno;totalitario;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;gobierno;gobierno totalitario;yo estaba dando una charla sobre la pérdida o la restricción de las libertades civiles, que esto se vuelve un gobierno totalitario, populista, restringe además las reuniones políticas.;;;;;;;;;;;;;;;;;;
PVNI-0252;1;goleador;⍬;Sí;;sí;;;;; Gustavo Tapia no solo encontró su juego, sino que se volvió un goleador. Era un puntero veloz, incisivo, con olfato para definir.;;;;;;;;;;;;;;;;;;
PVNI-0253;1;grano;de maíz;sí;determinado porque tiene complementos;sí;;;;; Entonces introdujo varios dedos al mismo tiempo y buceó con ellos, mientras sentía que su clítoris reventaba, que sus riñones ardían, que sus pezones se volvían un grano de maíz al rojo vivo.;;;;;;;;;;;;;;;;;;
PVNI-0254;1;guerra;de gran importancia;sí;;sí;;;;;Para mí, en México, en mi adolescencia, se volvió una guerra de gran importancia para el mundo y no sólo para España.;;;;;;;;;;;;;;;;;;
PVNI-0255;1;guerra;⍬;Sí;;sí;;;;;las Fuerzas Militares no acaben con las Farc y el ELN, antes de que se vuelva una guerra con los vecinos que irresponsablemente los apoyan.;;;;;;;;;;;;;;;;;;
PVNI-0256;1;guerrero;indígena;Sí;;sí;;;;; uno cambia de bando, volviéndose un guerrero indígena, y el otro se convierte en un misionero ;;;;;;;;;;;;;;;;;;
PVNI-0257;1;guerrillero;⍬;Sí;;no;;;;;Y ahí es donde cambia la carrera de Ángeles, porque de alguna manera se subleva, se vuelve un guerrillero junto a Villa, quien estaba muy desprestigiado en aquel momento,;;;;;;;;;;;;;;;;;;
PVNI-0258;1;guiñapo;ojeroso;Sí;;sí;;;;;La engañó con prostitutas y con dos viejas amantes mientras ella se volvía un guiñapo ojeroso en el hospital.;;;;;;;;;;;;;;;;;;
PVNI-0771;1;gusto;popular;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; cocina;gusto popular;Según la historia, parece que esta afición culinaria se adquirió durante la ocupación militar del Imperio Romano, pero no se volvió un gusto popular sino hasta la Edad Media;;;;;;;;;;;;;;;;;;
PVNI-0259;1;hacedor;compulsivo;sí;profesión u ocupación;no;;;;;Y es así como me volví un hacedor compulsivo. Un caminante compulsivo, para el caso.;;;;;;;;;;;;;;;;;;
PVNI-0260;1;hermandad;⍬;Sí;;sí;;;;;Aluciné, paranoica: ese tiempo prestado los hacía volverse una hermandad, los hacía comportarse una secta.;;;;;;;;;;;;;;;;;;
PVNI-0635;1;herramienta;analítico;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; orden político;herramienta analítica;vuelve una herramienta analítica ;;;;;;;;;;;;;;;;;;
PVNI-0709;1;herramienta;fundamental;SUSTANTIVO COMPUESTO;de PVNIS;sí;útil;mucha;comportamiento;herrmaienta fundamental;vuelve una herramienta fundamental ;;;;;;;;;;;;;;;;;;
PVNI-0721;1;herramienta;importante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; algo; herramienta importante;volviéndose una herramienta importante ;;;;;;;;;;;;;;;;;;
PVNI-0809;1;herramienta;útil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; herramienta;tipo de herramienta;vuelve una herramienta útil ;;;;;;;;;;;;;;;;;;
PVNI-0811;1;herramienta;válido;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; herramienta;tipo de herramienta;vuelve una herramienta válida ;;;;;;;;;;;;;;;;;;
PVNI-0835;1;herramienta;de…;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; herramienta;tipo de herramienta;vuelve una herramienta de ;;;;;;;;;;;;;;;;;;
PVNI-0836;1;herramienta;de…;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; herramienta;tipo de herramienta;vuelve una herramienta de ;;;;;;;;;;;;;;;;;;
PVNI-0837;1;herramienta;para…;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; herramienta;tipo de herramienta;vuelve una herramienta para ;;;;;;;;;;;;;;;;;;
PVNI-0262;1;hervidero;de opiniones;sí;;sí;;;;;A raíz de las Declaraciones del Congreso, Santiago de Cuba se volvió un hervidero de opiniones muy encontradas.;;;;;;;;;;;;;;;;;;
PVNI-0263;1;hielo;que te hace;Sí;determinado porque tiene complementos;sí;;;;;"la nieve pierde su aspecto de ""raspado"" y se vuelve un hielo que te hace resbalar. ";;;;;;;;;;;;;;;;;;
PVNI-0264;1;hijo;de puta;SUSTANTIVO COMPUESTO;IDIOM;sí;despreciable;poca;persona;tipo de persona;Cuando uno emigra desde otro país no le quedan más que dos opciones: o es muy educado y va besando el culo a los demás o se vuelve un hijo de puta. No hay término medio...;;;;;;;;;;;;;;;;;;
PVNI-0265;1;hilo;⍬;Sí;;sí;;;;;Gigantes furiosos, corceles que en su galope abierto estiraban su cuerpo hasta volverse un hilo.;;;;;;;;;;;;;;;;;;
PVNI-0266;1;hilo;⍬;Sí;;sí;;;;;Los labios de Mariana se volvieron un hilo. Meneó la cabeza en desaprobación. Los viejos se quedaron callados.;;;;;;;;;;;;;;;;;;
PVNI-0268;1;historia;de ficción;SUSTANTIVO COMPUESTO;determinado porque tiene complementos;sí;inverosimil, sorprendente ;mucha;vivir;hisotria de ficción;" Aunque cada quien tiene la suya propia, hay verdades universales; sin ellas, el vivir se volverá una historia de ficción.";;;;;;;;;;;;;;;;;;
PVNI-0270;1;historia;⍬;Sí;;sí;;;;; Todo, entonces, se volvía una historia, el relato de un tiempo lejano. La vida y las palabras se devoraban a sí mismas y, para sobrevivir, se refugiaban en la leyenda.;;;;;;;;;;;;;;;;;;
PVNI-0859;1;historia;de ficicón;;;sí;;mucha;verdad;hisotria;"Aunque cada quien tiene la suya propia, hay verdades universales; sin ellas, el vivir se volverá una historia de ficción.";;;;;;;;;;;;;;;;;;
PVNI-0271;1;hit;⍬;Sí;;sí;;;;;" en ocasiones para la gente suena ""extraño"" y solamente que la canción se vuelva un hit y que suene repetidamente en la radio, ";;;;;;;;;;;;;;;;;;
PVNI-0272;1;hitazo;⍬;Sí;;sí;;;;;Las margaritas, los nachos y el chili con carne se volvieron un hitazo.;;;;;;;;;;;;;;;;;;
PVNI-0273;1;hito;⍬;Sí;;sí;;;;; pero la admiración de los jóvenes del pueblo, que se volvió un hito, un futuro en esa juventud de pueblo limitada a una diversión de baños en pozas,;;;;;;;;;;;;;;;;;;
PVNI-0275;1;hoja;de otoño;SUSTANTIVO COMPUESTO;;sÍ;pasivo;mucha; corazón;hoja;Y cuando su corazón se volvió una hoja de otoño en el lago, levantó su cuerpo en sus brazos y subió a las montañas, durante mañanas y noches sin tomar descanso, sin llorar sus ojos.;;;;;;;;;;;;;;;;;;
PVNI-0276;1;hombre;⍬;Sí;;sí;;;;;No, no me lo perdonaría nunca. Tengo que darme cuenta de que se ha vuelto un hombre. ;;;;;;;;;;;;;;;;;;
PVNI-0277;1;hombre;de verdad;sí;;sí;;;;;" le decía ""¿por qué te están saliendo pelos por todas partes?"". ""Porque me volví un hombre de verdad"".";;;;;;;;;;;;;;;;;;
PVNI-0278;1;hombre;⍬;Sí;;sí;;;;;"""No por favor, no te vuelvas un hombre, te volverás triste y malgeniado"". ""Te prometo que no"".";;;;;;;;;;;;;;;;;;
PVNI-0279;1;hombre;⍬;Sí;;sí;;;;;Volverse un hombre es estar un día y otro encima de un motor lleno de grasa y repararlo, hacer que corra más rápido y que se escuche pajita, como nuevo.;;;;;;;;;;;;;;;;;;
PVNI-0633;1;hombre;amargado;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;irascible, amarrgado;poca;persona;tipo de persona;vuelve un hombre amargado ;;;;;;;;;;;;;;;;;;
PVNI-0658;1;hombre;complaciente;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;volvió un hombre extremadamente complaciente;;;;;;;;;;;;;;;;;;
PVNI-0689;1;hombre;ensimismado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;volviese un hombre ensimismado ;;;;;;;;;;;;;;;;;;
PVNI-0704;1;hombre;familiar;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;volvió un hombre familiar. ;;;;;;;;;;;;;;;;;;
PVNI-0708;1;hombre;fuerte;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;vuelve un hombre fuerte. ;;;;;;;;;;;;;;;;;;
PVNI-0718;1;hombre;hosco;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;volvió un hombre hosco, ;;;;;;;;;;;;;;;;;;
PVNI-0812;1;hombre;vengativo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;volvió un hombre vengativo ;;;;;;;;;;;;;;;;;;
PVNI-0838;1;hombre;de éxito;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo de persona;Intenta no volverte un hombre de éxito, sino convertirte en un hombre de valor.;;;;;;;;;;;;;;;;;;
PVNI-0839;1;hombre ;sin nombre;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;anónimo;poca;persona;tipo de persona;no quiero ser como el hombre pelado de la laguna, es decir, volverme un hombre sin nombre.;;;;;;;;;;;;;;;;;;
PVNI-0280;1;homenaje;⍬;Sí;;sí;;;;;"Así estas novelas se vuelven un homenaje a esta teoría del deseo surrealista que pretende acabar con el orden y el culto de ""la trinidad abyecta: la familia, la patria y la religión"" (Bretón 122).";;;;;;;;;;;;;;;;;;
PVNI-0712;1;hospital;general;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; sanatorio;hospital general;" ""Primero empezó a funcionar como un sanatorio para niños, y en la década de los 70 se volvió un hospital general.";;;;;;;;;;;;;;;;;;
PVNI-0281;1;hueco;⍬;Sí;;sí;;;;;Más bien: dejar sillas vacías en las mesas que se compartían con las amistades, no a modo de metáfora, sino en verdad, dejar una silla, volverse un hueco para los amigos,;;;;;;;;;;;;;;;;;;
PVNI-0282;1;huevo;grosero, voluminosos y radiante;sí;;sí;;;;;O bien el sol había variado su sustancia y naturaleza para volverse un grosero, voluminoso y radiante huevo ocre,;;;;;;;;;;;;;;;;;;
PVNI-0283;1;idea;⍬;Sí;;sí;;;;;Tengo que decirle que se vuelva una idea, que vaya por una dirección contraria a la mía, que no me llame. ;;;;;;;;;;;;;;;;;;
PVNI-0284;1;idea;fija;SUSTANTIVO COMPUESTO;;no;;poca; sospecha;idea fija;Los dos meses que estuve sin volver a Londres aquella sospecha me estuvo rondando hasta volverse una idea fija.;;;;;;;;;;;;;;;;;;
PVNI-0286;1;ídolo;⍬;Sí;;sí;;;;;"De buenas a primera, James F. Parker, el camarero negro de seis pies y seis pulgadas de estatura que había ""capturado"" al criminal, se volvió un ídolo. ";;;;;;;;;;;;;;;;;;
PVNI-0287;1;impotencia;sexual;Sí;determinado porque tiene complementos;sí;;;;;El problema puede percibirse directamente en el pene, cuando afecta su erección y se vuelve una impotencia sexual.;;;;;;;;;;;;;;;;;;
PVNI-0288;1;incomodidad;⍬;Sí;;sí;;;;;Lo que era una ilusión para superar la hecatombe de la segunda guerra mundial -el Estado de bienestar- se vuelve una incomodidad para resolver la crisis de los años setenta.;;;;;;;;;;;;;;;;;;
PVNI-0289;1;inconveniente;⍬;Sí;;sí;;;;;Sin embargo, en el interior de los alvéolos, la tendencia a la cohesión de las moléculas de agua se vuelve un inconveniente, pues tiende a adherir las superficies internas del alvéolo entre sí, provocando su colapso de manera similar al caso de los pulmones.;;;;;;;;;;;;;;;;;;
PVNI-0290;1;incremento;fuerte;sí;;sí;;;;;"Jorge Villegas, expresidente de la Asociación de Industriales Licoreros del Ecuador, señaló que ""así sea progresivo se vuelve un incremento fuerte, significa un aumento del 120% comparado con la imposición actual"".";;;;;;;;;;;;;;;;;;
PVNI-0291;1;individuo;⍬;Sí;;sí;;;;;Me volví un individuo, una persona y no el ente abstracto que andaba deambulando por ahí.;;;;;;;;;;;;;;;;;;
PVNI-0748;1;industria;limpio;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; industria;tipo de industrua;"La decisión de Dell de eliminar los químicos dañinos de sus productos es un paso de la industria electrónica en la dirección correcta, para volverse una industria limpia y atenta a las preocupaciones de los consumidores"",";;;;;;;;;;;;;;;;;;
PVNI-0292;1;infierno;⍬;Sí;;sí;;;;;" "" Le había sido fácil al principio, solo de apretar botones en máquinas automatizadas para lavar platos, pero después de dos horas se volvía un infierno."",";;;;;;;;;;;;;;;;;;
PVNI-0293;1;infierno;⍬;Sí;;sí;;;;;" ""Su vida se vuelve un infierno... ¿O no?"",";;;;;;;;;;;;;;;;;;
PVNI-0294;1;infierno;⍬;Sí;;sí;;;;;La vida en su casa se volvió un infierno. En las pocas horas que estaba allí, Rosaura se las pasaba renegando por cualquier cosa.,;;;;;;;;;;;;;;;;;;
PVNI-0295;1;infierno;⍬;Sí;;sí;;;;;"En los cañaverales viejos el corte ahora se volvía un infierno; un trabajo de esclavos que el hombre libre sólo puede asumir a partir de la más profunda conciencia revolucionaria"", como decía Fidel."", ";;;;;;;;;;;;;;;;;;
PVNI-0296;1;infierno;⍬;Sí;;sí;;;;;Se metió en medio del tráfico y los bocinazos pasaron a formar parte de la música. A esa hora la ciudad se volvía un infierno.  ;;;;;;;;;;;;;;;;;;
PVNI-0299;1;institución;⍬;Sí;;sí;;;;;los viajes se hicieron frecuentes y Jarquín comenzó a desplegar su talento por todo el mundo, mientras a nivel local se volvía una institución en las paradas cortas,;;;;;;;;;;;;;;;;;;
PVNI-0300;1;institución;⍬;Sí;;sí;;;;;El salón de Madame de Rambouillet se volvió una institución contra el guerrerismo que había marcado a la corte de Enrique IV. ;;;;;;;;;;;;;;;;;;
PVNI-0301;1;instrumento;más;Sí;;sí;;;;;vuelven un instrumento más.;;;;;;;;;;;;;;;;;;
